,ticker,company_name,pe_ratio,current_ratio,roce,debt_to_equity_ratio,inventory_turnover_ratio,free_cash_flow,reserves_trend,quick_ratio,return_on_equity_ratio,return_on_investment
285,TDG,transdigm_group,36.27,1.62,0.11094224924012158,1.81,1.7,1288.9,177.99999999999972,1.28,0.21030000000000001,0.1809
286,TRV,the_travelers_companies,61.3,4.23,0.0957965103104464,-7.64,0.47,808.0,-314.8,3.52,-0.18280000000000002,0.1052
287,TFC,truist_financial,39.63,1.37,0.07545813869924542,0.8,1.23,615.2,195.00000000000006,1.08,0.1489,0.1103
288,UDR,udr,10.45,1.55,0.14661152614727854,1.03,2.36,2631.0,1822.3,0.86,0.18359999999999999,0.16899999999999998
289,USB,u.s._bancorp,26.38,1.75,0.0632506004803843,1.66,0.63,658.49,60.10000000000001,0.57,0.4497,inf
290,UA,under_armour (class_c),22.54,2.31,-0.16947746751451478,1.44,0.9,120.57,-112.70000000000006,1.69,0.23879999999999998,0.1696
291,UNP,union_pacific,19.19,2.31,-0.16947746751451478,1.44,0.9,120.57,-112.70000000000006,1.69,0.23879999999999998,0.1696
292,UAL,united_airlines,26.97,0.75,0.13454701588664664,3.48,3.15,5762.0,4476.600000000001,0.62,0.4032,0.2127
293,UNH,unitedhealth_group,0.0,1.36,-0.1358093244772868,11.76,2.7,-5860.0,356.49999999999994,1.31,-0.5981000000000001,-0.0775
294,UHS,universal_health_services,20.09,0.8,0.11265490048817124,2.7,8.99,2400.0,1129.2000000000003,0.74,0.242,0.1462
295,VLO,valero_energy,10.44,1.19,0.12349945434703528,1.02,1.81,1628.86,429.49999999999943,1.09,0.16329999999999997,0.1458
296,VTR,ventas,0.0,1.31,-0.03716081052458168,1.94,4.59,-840.0,794.7999999999981,0.88,-0.0232,0.002
297,VRTX,vertex_pharmaceuticals,9.75,0.97,0.10403112480628277,3.5,5.87,23576.0,10832.2,0.92,0.2983,0.1495
298,VFC,vf_corporation,26.36,4.63,0.2892444804537168,0.32,0.71,2993.71,1573.3000000000004,4.45,0.23920000000000002,0.2754
299,VIAC,viacomcbs,23.54,1.47,0.05267261543792775,2.86,1.01,1114.57,-250.70000000000002,1.04,0.375,0.1525
300,VTRS,viatris,5.91,1.66,0.09329005792593595,1.65,2.6,1970.0,8665.800000000003,1.49,0.1698,0.1253
301,V,visa,0.0,1.12,-0.004138066287507354,1.65,0.73,990.9,122.39999999999996,0.72,-0.0886,-0.018500000000000003
302,WRB,w._r._berkley_corporation,42.89,1.96,0.08421844158285553,1.12,2.19,719.63,372.0,1.38,0.1041,0.1074
303,WMT,walmart,38.38,1.34,0.048919824019961915,0.8,0.77,668.6,256.59999999999997,0.74,0.0447,0.0545
304,WBA,walgreens_boots_alliance,50.59,0.95,0.1410563587340711,1.7,1.83,26025.0,-234.6000000000015,0.29,0.0917,0.1953
305,DIS,the_walt_disney_company,17.8,0.72,0.020309967585089142,2.41,2.75,5032.0,1062.6999999999966,0.35,0.1148,0.07440000000000001
306,WM,waste_management,142.1,1.08,0.017417058864442538,1.19,9.27,1988.0,-10871.800000000005,1.04,0.022000000000000002,0.0212
307,WAT,waters_corporation,40.41,0.78,0.09437034739454095,3.02,22.02,1771.0,954.5999999999997,0.74,0.2377,0.14279999999999998
308,WEC,wec_energy_group,33.42,2.47,0.31695331695331697,9.55,0.7,618.12,462.8000000000002,1.89,2.7056999999999998,0.4667
309,WFC,wells_fargo,23.33,0.65,0.051884066786289956,2.46,0.87,-42.8,418.30000000000024,0.48,0.1202,0.0755
310,WDC,western_digital,58.19,2.86,0.17765168048886948,0.43,1.18,298.1,192.09999999999994,2.23,0.3091,0.308
311,WRK,westrock,13.79,2.09,0.05737936224249835,1.32,0.96,895.0,-422.00000000000085,1.34,0.1425,0.1013
312,WY,weyerhaeuser,14.22,1.55,0.050019523623584534,1.5,1.88,1470.7,233.09999999999994,0.96,0.0742,0.0653
313,WHR,whirlpool_corporation,12.44,2.32,0.1113208775470347,0.75,3.18,1248.0,-310.1000000000001,2.0,0.25579999999999997,0.2514
314,WMB,williams_companies,7.51,1.17,0.13502495840266224,2.98,1.52,1256.0,316.8000000000004,0.83,0.3951,0.2569
315,WLTW,willis_towers_watson,31.76,0.58,0.05262151699087129,2.3,2.83,2221.0,-876.6,0.51,0.0704,0.06269999999999999
316,XEL,xcel_energy,0.0,2.22,-0.10276086412544833,-22.28,10.74,-1342.79,-324.70000000000016,2.17,1.7975999999999999,-0.042
317,XLNX,xilinx,23.18,0.78,0.04256003861780442,2.79,2.23,-2521.0,497.2000000000001,0.68,0.106,0.061500000000000006
318,XYL,xylem,66.05,6.81,0.15383043922369766,0.77,1.06,1043.56,-77.20000000000007,6.35,0.2666,0.1852
319,YUM,yum!_brands,47.03,2.33,0.05401825139829261,1.63,1.17,641.0,243.30000000000004,1.81,0.1531,0.11380000000000001
320,ZBH,zimmer_biomet,37.96,0.96,0.184733257661748,1.08,1.8,895.0,397.6000000000001,0.69,0.3394,0.28859999999999997
321,ZION,zions_bancorp,32.66,1.81,-0.0040256175663311985,0.89,0.23,795.3,364.4000000000004,0.95,0.06570000000000001,0.0481
